Time, fMagVelBx, fMagVelBy, fMagVelBz, s_nZeroVelChkCnt, ZUPT_Run_Flag, ZUPT_FLAG 
335.654816,0.252526,4.830939,0.023775, 0, 0, 0
335.664795,0.243799,4.823940,0.018155, 0, 0, 0
335.674805,0.240413,4.818270,0.023873, 0, 0, 0
335.684814,0.238363,4.812576,0.037151, 0, 0, 0
335.694794,0.232221,4.804979,0.050204, 0, 0, 0
335.704803,0.226683,4.794919,0.055458, 0, 0, 0
335.714813,0.224633,4.832556,0.052606, 0, 0, 0
335.724792,0.222122,4.822965,0.050535, 0, 0, 0
335.734802,0.216143,4.815886,0.052954, 0, 0, 0
335.744812,0.213002,4.810347,0.055555, 0, 0, 0
335.754822,0.212416,4.805284,0.052706, 0, 0, 0
335.764801,0.213353,4.802189,0.043140, 0, 0, 0
335.774811,0.210406,4.802653,0.036224, 0, 0, 0
335.784821,0.208829,4.803989,0.039147, 0, 0, 0
335.794800,0.206227,4.805187,0.044099, 0, 0, 0
335.804810,0.202721,4.804081,0.051700, 0, 0, 0
335.814819,0.198329,4.799986,0.047609, 0, 0, 0
335.824799,0.203114,4.794277,0.043591, 0, 0, 0
335.834808,0.207559,4.788843,0.037809, 0, 0, 0
335.844818,0.206353,4.782948,0.036417, 0, 0, 0
335.854797,0.198015,4.774617,0.034120, 0, 0, 0
335.864807,0.195216,4.766653,0.035629, 0, 0, 0
335.874817,0.197171,4.760136,0.035957, 0, 0, 0
335.884796,0.198591,4.755040,0.028992, 0, 0, 0
335.894806,0.196365,4.752280,0.015808, 0, 0, 0
335.904816,0.193059,4.751562,0.006349, 0, 0, 0
335.914795,0.192455,4.750474,0.003471, 0, 0, 0
335.924805,0.193247,4.749135,0.004848, 0, 0, 0
335.934814,0.191976,4.747948,0.008653, 0, 0, 0
335.944794,0.190990,4.746144,0.016477, 0, 0, 0
335.954803,0.193698,4.744537,0.025335, 0, 0, 0
335.964813,0.197174,4.785348,0.033800, 0, 0, 0
335.974792,0.193486,4.775033,0.029827, 0, 0, 0
335.984802,0.186761,4.760473,0.020198, 0, 0, 0
335.994812,0.187430,4.747551,0.010318, 0, 0, 0
336.004791,0.191677,4.740018,0.019036, 0, 0, 0
336.014801,0.186526,4.736130,0.022802, 0, 0, 0
336.024811,0.177662,4.733823,0.027195, 0, 0, 0
336.034821,0.181135,4.731243,0.021753, 0, 0, 0
336.044800,0.188049,4.726762,0.014932, 0, 0, 0
336.054810,0.185590,4.722165,0.000083, 0, 0, 0
336.064819,0.179953,4.719838,0.001793, 0, 0, 0
336.074799,0.184216,4.721809,0.012137, 0, 0, 0
336.084808,0.191677,4.722086,0.030818, 0, 0, 0
336.094818,0.197213,4.717055,0.033415, 0, 0, 0
336.104797,0.195760,4.708101,0.030354, 0, 0, 0
336.114807,0.193523,4.697203,0.024558, 0, 0, 0
336.124817,0.189657,4.686792,0.027064, 0, 0, 0
336.134796,0.189311,4.676509,0.030218, 0, 0, 0
336.144806,0.193253,4.667228,0.035384, 0, 0, 0
336.154816,0.204822,4.660582,0.030650, 0, 0, 0
336.164795,0.218108,4.656452,0.029609, 0, 0, 0
336.174805,0.221655,4.652845,0.021344, 0, 0, 0
336.184814,0.216959,4.649570,0.023632, 0, 0, 0
336.194794,0.216777,4.645896,0.026731, 0, 0, 0
336.204803,0.222881,4.641561,0.029610, 0, 0, 0
336.214813,0.229473,4.684726,0.023806, 0, 0, 0
336.224792,0.232471,4.682013,0.023783, 0, 0, 0
336.234802,0.239906,4.679403,0.027838, 0, 0, 0
336.244812,0.247925,4.673103,0.036618, 0, 0, 0
336.254791,0.247887,4.663010,0.040978, 0, 0, 0
336.264801,0.243565,4.649433,0.045544, 0, 0, 0
336.274811,0.251954,4.637695,0.051252, 0, 0, 0
336.284821,0.271379,4.629227,0.065820, 0, 0, 0
336.294800,0.279959,4.620486,0.067510, 0, 0, 0
336.304810,0.273608,4.609200,0.062562, 0, 0, 0
336.314819,0.270699,4.598546,0.056502, 0, 0, 0
336.324799,0.275505,4.590083,0.059891, 0, 0, 0
336.334808,0.276329,4.584307,0.062620, 0, 0, 0
336.344818,0.271841,4.580677,0.067937, 0, 0, 0
336.354797,0.274173,4.579669,0.072231, 0, 0, 0
336.364807,0.279256,4.578054,0.067181, 0, 0, 0
336.374817,0.280475,4.574000,0.050755, 0, 0, 0
336.384796,0.275057,4.566928,0.026877, 0, 0, 0
336.394806,0.271833,4.559286,0.016527, 0, 0, 0
336.404816,0.264689,4.555519,0.023330, 0, 0, 0
336.414795,0.255841,4.555281,0.044027, 0, 0, 0
336.424805,0.258633,4.553995,0.066294, 0, 0, 0
336.434814,0.273375,4.546371,0.075820, 0, 0, 0
336.444794,0.275633,4.531403,0.057937, 0, 0, 0
336.454803,0.272910,4.514158,0.031278, 0, 0, 0
336.464813,0.275102,4.547234,0.015428, 0, 0, 0
336.474792,0.281437,4.540724,0.020741, 0, 0, 0
336.484802,0.285741,4.538867,0.034133, 0, 0, 0
336.494812,0.287552,4.538763,0.037679, 0, 0, 0
336.504822,0.301457,4.536389,0.040521, 0, 0, 0
336.514801,0.318733,4.532912,0.035105, 0, 0, 0
336.524811,0.316580,4.526039,0.029226, 0, 0, 0
336.534821,0.304773,4.515285,0.020500, 0, 0, 0
336.544800,0.307969,4.505208,0.026660, 0, 0, 0
336.554810,0.323936,4.498121,0.037204, 0, 0, 0
336.564819,0.336045,4.491604,0.050777, 0, 0, 0
336.574799,0.340818,4.485385,0.053195, 0, 0, 0
336.584808,0.346129,4.477417,0.059253, 0, 0, 0
336.594818,0.352254,4.466067,0.056167, 0, 0, 0
336.604797,0.350794,4.450317,0.049287, 0, 0, 0
336.614807,0.353016,4.437160,0.037572, 0, 0, 0
336.624817,0.365684,4.430652,0.042614, 0, 0, 0
336.634796,0.380564,4.431072,0.050944, 0, 0, 0
336.644806,0.386920,4.431198,0.064768, 0, 0, 0
336.654816,0.390149,4.427202,0.066827, 0, 0, 0
336.664795,0.399318,4.417901,0.068159, 0, 0, 0
336.674805,0.405060,4.405273,0.055732, 0, 0, 0
336.684814,0.411289,4.394143,0.048110, 0, 0, 0
336.694794,0.421360,4.387628,0.047475, 0, 0, 0
336.704803,0.434273,4.385420,0.057879, 0, 0, 0
336.714813,0.441390,4.427228,0.064752, 0, 0, 0
336.724792,0.440879,4.418927,0.063571, 0, 0, 0
336.734802,0.439500,4.408046,0.053448, 0, 0, 0
336.744812,0.443670,4.398903,0.044799, 0, 0, 0
336.754791,0.452835,4.392752,0.040559, 0, 0, 0
336.764801,0.462767,4.389709,0.039552, 0, 0, 0
336.774811,0.470524,4.388536,0.038235, 0, 0, 0
336.784821,0.480890,4.387566,0.039106, 0, 0, 0
336.794800,0.488966,4.384813,0.039797, 0, 0, 0
336.804810,0.491884,4.379496,0.041583, 0, 0, 0
336.814819,0.492534,4.372675,0.041773, 0, 0, 0
336.824799,0.494317,4.366010,0.040856, 0, 0, 0
336.834808,0.504082,4.360545,0.038710, 0, 0, 0
336.844818,0.516104,4.356342,0.041007, 0, 0, 0
336.854797,0.520752,4.350784,0.043369, 0, 0, 0
336.864807,0.521795,4.344012,0.046232, 0, 0, 0
336.874817,0.523760,4.337030,0.051104, 0, 0, 0
336.884796,0.528018,4.330745,0.051684, 0, 0, 0
336.894806,0.538545,4.324784,0.049549, 0, 0, 0
336.904816,0.550481,4.319109,0.043522, 0, 0, 0
336.914795,0.562072,4.314003,0.040934, 0, 0, 0
336.924805,0.568629,4.308531,0.040131, 0, 0, 0
336.934814,0.570123,4.302973,0.045479, 0, 0, 0
336.944794,0.570868,4.296786,0.052117, 0, 0, 0
336.954803,0.577396,4.289477,0.053469, 0, 0, 0
336.964813,0.586410,4.324987,0.043451, 0, 0, 0
336.974792,0.597858,4.317483,0.031200, 0, 0, 0
336.984802,0.605828,4.312172,0.014401, 0, 0, 0
336.994812,0.614022,4.309658,0.007876, 0, 0, 0
337.004822,0.622380,4.308235,0.005391, 0, 0, 0
337.014801,0.629810,4.306457,0.006119, 0, 0, 0
337.024811,0.638639,4.304915,0.003876, 0, 0, 0
337.034821,0.645693,4.303084,0.005154, 0, 0, 0
337.044800,0.649540,4.301127,0.009604, 0, 0, 0
337.054810,0.649523,4.295586,0.022485, 0, 0, 0
337.064819,0.652996,4.285571,0.025511, 0, 0, 0
337.074799,0.660491,4.272892,0.027624, 0, 0, 0
337.084808,0.667709,4.260688,0.019426, 0, 0, 0
337.094818,0.671337,4.251854,0.023385, 0, 0, 0
337.104797,0.672307,4.245942,0.034079, 0, 0, 0
337.114807,0.672149,4.238779,0.052263, 0, 0, 0
337.124817,0.674669,4.229582,0.061044, 0, 0, 0
337.134796,0.678852,4.218826,0.061474, 0, 0, 0
337.144806,0.687024,4.209517,0.057837, 0, 0, 0
337.154816,0.691994,4.203716,0.057471, 0, 0, 0
337.164795,0.690468,4.197725,0.061133, 0, 0, 0
337.174805,0.688810,4.190923,0.067201, 0, 0, 0
337.184814,0.692559,4.182567,0.078202, 0, 0, 0
337.194794,0.696462,4.174802,0.084916, 0, 0, 0
337.204803,0.699733,4.168756,0.089932, 0, 0, 0
337.214813,0.701052,4.207223,0.087985, 0, 0, 0
337.224792,0.708340,4.198170,0.084508, 0, 0, 0
337.234802,0.708281,4.186372,0.077404, 0, 0, 0
337.244812,0.704570,4.174656,0.068499, 0, 0, 0
337.254822,0.710369,4.166557,0.070372, 0, 0, 0
337.264801,0.720442,4.162472,0.073169, 0, 0, 0
337.274811,0.729529,4.158743,0.077197, 0, 0, 0
337.284821,0.737802,4.154059,0.071954, 0, 0, 0
337.294800,0.746994,4.146692,0.066529, 0, 0, 0
337.304810,0.757254,4.137497,0.058869, 0, 0, 0
337.314819,0.763585,4.127744,0.051076, 0, 0, 0
337.324799,0.770207,4.119781,0.042260, 0, 0, 0
337.334808,0.780581,4.114003,0.040768, 0, 0, 0
337.344818,0.788535,4.109221,0.041423, 0, 0, 0
337.354797,0.792011,4.102964,0.042008, 0, 0, 0
337.364807,0.794928,4.094234,0.040918, 0, 0, 0
337.374817,0.800710,4.084542,0.034324, 0, 0, 0
337.384796,0.810016,4.074771,0.028989, 0, 0, 0
337.394806,0.821541,4.066486,0.018272, 0, 0, 0
337.404816,0.831933,4.059594,0.010588, 0, 0, 0
337.414795,0.845283,4.053536,0.004937, 0, 0, 0
337.424805,0.857621,4.047413,0.005510, 0, 0, 0
337.434814,0.864995,4.040925,0.009185, 0, 0, 0
337.444794,0.872029,4.033647,0.012519, 0, 0, 0
337.454803,0.886369,4.025872,0.015170, 0, 0, 0
337.464813,0.896672,4.061488,0.012368, 0, 0, 0
337.474792,0.910260,4.050185,0.009988, 0, 0, 0
337.484802,0.917099,4.038401,0.008549, 0, 0, 0
337.494812,0.925885,4.027595,0.016046, 0, 0, 0
337.504822,0.938016,4.016492,0.027076, 0, 0, 0
337.514801,0.947678,4.004719,0.032595, 0, 0, 0
337.524811,0.955628,3.993649,0.034846, 0, 0, 0
337.534821,0.963971,3.984017,0.035838, 0, 0, 0
337.544800,0.976219,3.975057,0.038397, 0, 0, 0
337.554810,0.985214,3.964505,0.038876, 0, 0, 0
337.564819,0.991559,3.952749,0.032734, 0, 0, 0
337.574799,1.002452,3.943042,0.031375, 0, 0, 0
337.584808,1.017555,3.936536,0.036253, 0, 0, 0
337.594818,1.030537,3.931328,0.045581, 0, 0, 0
337.604797,1.037082,3.924323,0.053615, 0, 0, 0
337.614807,1.038784,3.913811,0.053882, 0, 0, 0
337.624817,1.047578,3.900749,0.050047, 0, 0, 0
337.634796,1.059354,3.887666,0.046891, 0, 0, 0
337.644806,1.065799,3.876965,0.045236, 0, 0, 0
337.654816,1.071683,3.868702,0.052232, 0, 0, 0
337.664795,1.079370,3.862725,0.062167, 0, 0, 0
337.674805,1.089515,3.854136,0.071761, 0, 0, 0
337.684814,1.096923,3.843339,0.070029, 0, 0, 0
337.694794,1.101536,3.831815,0.066065, 0, 0, 0
337.704803,1.106908,3.821535,0.061740, 0, 0, 0
337.714813,1.104093,3.858402,0.062271, 0, 0, 0
337.724792,1.107636,3.851858,0.063970, 0, 0, 0
337.734802,1.110006,3.844836,0.062589, 0, 0, 0
337.744812,1.116200,3.839272,0.058645, 0, 0, 0
337.754822,1.120897,3.833760,0.060235, 0, 0, 0
337.764801,1.124133,3.828650,0.059221, 0, 0, 0
337.774811,1.126340,3.822064,0.060412, 0, 0, 0
337.784821,1.133517,3.814947,0.053687, 0, 0, 0
337.794800,1.146698,3.807426,0.051142, 0, 0, 0
337.804810,1.154785,3.799740,0.048689, 0, 0, 0
337.814819,1.155787,3.792376,0.052902, 0, 0, 0
337.824799,1.161800,3.784139,0.061474, 0, 0, 0
337.834808,1.169415,3.774474,0.065797, 0, 0, 0
337.844818,1.178244,3.762879,0.064208, 0, 0, 0
337.854797,1.186165,3.751593,0.055242, 0, 0, 0
337.864807,1.197139,3.742395,0.051474, 0, 0, 0
337.874817,1.207969,3.735046,0.049756, 0, 0, 0
337.884796,1.213342,3.728631,0.051430, 0, 0, 0
337.894806,1.219500,3.721713,0.052913, 0, 0, 0
337.904816,1.230970,3.716506,0.055049, 0, 0, 0
337.914795,1.244722,3.711391,0.054509, 0, 0, 0
337.924805,1.258188,3.705995,0.051815, 0, 0, 0
337.934814,1.270959,3.699824,0.048979, 0, 0, 0
337.944794,1.282994,3.692076,0.046785, 0, 0, 0
337.954803,1.293837,3.684078,0.044498, 0, 0, 0
337.964813,1.293959,3.718671,0.042589, 0, 0, 0
337.974792,1.309684,3.710686,0.040996, 0, 0, 0
337.984802,1.321089,3.704515,0.039007, 0, 0, 0
337.994812,1.329129,3.698487,0.038006, 0, 0, 0
338.004822,1.341606,3.692576,0.038133, 0, 0, 0
338.014801,1.360339,3.686128,0.034949, 0, 0, 0
338.024811,1.376588,3.678943,0.025818, 0, 0, 0
338.034821,1.389500,3.672996,0.015210, 0, 0, 0
338.044800,1.404346,3.669698,0.012629, 0, 0, 0
338.054810,1.418443,3.668336,0.016957, 0, 0, 0
338.064819,1.432516,3.663953,0.024823, 0, 0, 0
338.074799,1.449555,3.656388,0.021229, 0, 0, 0
338.084808,1.471483,3.647595,0.017780, 0, 0, 0
338.094818,1.490515,3.640096,0.008373, 0, 0, 0
338.104797,1.503089,3.632837,0.006892, 0, 0, 0
338.114807,1.516124,3.625903,0.008580, 0, 0, 0
338.124817,1.532222,3.617345,0.015225, 0, 0, 0
338.134796,1.547771,3.608745,0.012730, 0, 0, 0
338.144806,1.562554,3.602003,0.010992, 0, 0, 0
338.154816,1.580201,3.598496,0.010513, 0, 0, 0
338.164795,1.594965,3.596164,0.017635, 0, 0, 0
338.174805,1.602153,3.590691,0.019721, 0, 0, 0
338.184814,1.608703,3.583667,0.015162, 0, 0, 0
338.194794,1.622246,3.577052,0.014934, 0, 0, 0
338.204803,1.635756,3.573201,0.016230, 0, 0, 0
338.214813,1.627150,3.611845,0.022529, 0, 0, 0
338.224792,1.635160,3.609163,0.032359, 0, 0, 0
338.234802,1.647517,3.605184,0.042062, 0, 0, 0
338.244812,1.658317,3.598567,0.044662, 0, 0, 0
338.254822,1.664808,3.590248,0.036650, 0, 0, 0
338.264801,1.675320,3.584055,0.029773, 0, 0, 0
338.274811,1.692166,3.580829,0.029745, 0, 0, 0
338.284821,1.699197,3.578281,0.031883, 0, 0, 0
338.294800,1.698233,3.575597,0.033444, 0, 0, 0
338.304810,1.702930,3.572668,0.039585, 0, 0, 0
338.314819,1.715405,3.569216,0.041186, 0, 0, 0
338.324799,1.726024,3.564325,0.038668, 0, 0, 0
338.334808,1.731491,3.559007,0.032720, 0, 0, 0
338.344818,1.742343,3.554792,0.034873, 0, 0, 0
338.354797,1.755165,3.552024,0.039099, 0, 0, 0
338.364807,1.760441,3.548009,0.038753, 0, 0, 0
338.374817,1.768053,3.542945,0.036735, 0, 0, 0
338.384796,1.779471,3.537856,0.036522, 0, 0, 0
338.394806,1.788884,3.533924,0.039613, 0, 0, 0
338.404816,1.793910,3.530236,0.041828, 0, 0, 0
338.414795,1.804995,3.526248,0.040791, 0, 0, 0
338.424805,1.823297,3.520160,0.035830, 0, 0, 0
338.434814,1.836479,3.512734,0.024284, 0, 0, 0
338.444794,1.842489,3.506012,0.013265, 0, 0, 0
338.454803,1.851578,3.502463,0.011373, 0, 0, 0
338.464813,1.842794,3.541762,0.017739, 0, 0, 0
338.474792,1.855859,3.539546,0.025696, 0, 0, 0
338.484802,1.863978,3.536384,0.020007, 0, 0, 0
338.494812,1.873770,3.531860,0.014920, 0, 0, 0
338.504822,1.887954,3.528958,0.009446, 0, 0, 0
338.514801,1.896653,3.525691,0.011165, 0, 0, 0
338.524811,1.902721,3.520170,0.012286, 0, 0, 0
338.534821,1.910586,3.514287,0.013716, 0, 0, 0
338.544800,1.925915,3.508611,0.016205, 0, 0, 0
338.554810,1.941662,3.505018,0.017316, 0, 0, 0
338.564819,1.951457,3.498961,0.020774, 0, 0, 0
338.574799,1.953664,3.492100,0.015925, 0, 0, 0
338.584808,1.962855,3.483315,0.018908, 0, 0, 0
338.594818,1.977997,3.475365,0.013677, 0, 0, 0
338.604797,1.990403,3.469004,0.011350, 0, 0, 0
338.614807,2.003758,3.465757,0.007309, 0, 0, 0
338.624817,2.016688,3.465498,0.013276, 0, 0, 0
338.634796,2.029015,3.463065,0.018744, 0, 0, 0
338.644806,2.041773,3.459237,0.020709, 0, 0, 0
338.654816,2.050073,3.452949,0.018878, 0, 0, 0
338.664795,2.062330,3.447096,0.013354, 0, 0, 0
338.674805,2.076609,3.443747,0.012926, 0, 0, 0
338.684814,2.089263,3.439586,0.013405, 0, 0, 0
338.694794,2.101201,3.434218,0.014381, 0, 0, 0
338.704803,2.113158,3.427006,0.015659, 0, 0, 0
338.714813,2.100092,3.457956,0.013524, 0, 0, 0
338.724792,2.112824,3.452068,0.015221, 0, 0, 0
338.734802,2.125676,3.447392,0.009369, 0, 0, 0
338.744812,2.136634,3.443430,0.007303, 0, 0, 0
338.754822,2.151691,3.439204,0.002728, 0, 0, 0
338.764801,2.161357,3.436846,0.000615, 0, 0, 0
338.774811,2.168572,3.435368,0.001673, 0, 0, 0
338.784821,2.177041,3.435155,0.007950, 0, 0, 0
338.794800,2.183647,3.433147,0.014628, 0, 0, 0
338.804810,2.190439,3.429059,0.017701, 0, 0, 0
338.814819,2.198648,3.422926,0.020203, 0, 0, 0
338.824799,2.209235,3.416752,0.024216, 0, 0, 0
338.834808,2.217229,3.409864,0.026188, 0, 0, 0
338.844818,2.221468,3.401487,0.028134, 0, 0, 0
338.854797,2.225801,3.394406,0.029525, 0, 0, 0
338.864807,2.234034,3.388427,0.032866, 0, 0, 0
338.874817,2.241330,3.384754,0.029637, 0, 0, 0
338.884796,2.246319,3.382988,0.022013, 0, 0, 0
338.894806,2.252351,3.382779,0.010584, 0, 0, 0
338.904816,2.258049,3.383798,0.001197, 0, 0, 0
338.914795,2.263091,3.385039,0.006179, 0, 0, 0
338.924805,2.269330,3.388047,0.008979, 0, 0, 0
338.934814,2.275552,3.391083,0.011441, 0, 0, 0
338.944794,2.293123,3.394390,0.009982, 0, 0, 0
338.954803,2.305306,3.396151,0.014476, 0, 0, 0
338.964813,2.286450,3.424838,0.014382, 0, 0, 0
338.974792,2.294379,3.418851,0.021467, 0, 0, 0
338.984802,2.304215,3.410564,0.015114, 0, 0, 0
338.994812,2.315126,3.403314,0.017040, 0, 0, 0
339.004822,2.326968,3.396473,0.010404, 0, 0, 0
339.014801,2.337054,3.391153,0.012679, 0, 0, 0
339.024811,2.345767,3.386581,0.004609, 0, 0, 0
339.034821,2.350611,3.381097,0.005339, 0, 0, 0
339.044800,2.355062,3.375124,0.002212, 0, 0, 0
339.054810,2.363446,3.369342,0.001508, 0, 0, 0
339.064819,2.372304,3.366357,0.001266, 0, 0, 0
339.074799,2.381650,3.365845,0.004099, 0, 0, 0
339.084808,2.392078,3.367315,0.011433, 0, 0, 0
339.094818,2.398679,3.365557,0.024733, 0, 0, 0
339.104797,2.403333,3.359933,0.029583, 0, 0, 0
339.114807,2.407679,3.351440,0.035292, 0, 0, 0
339.124817,2.416505,3.342057,0.038130, 0, 0, 0
339.134796,2.430501,3.334849,0.039944, 0, 0, 0
339.144806,2.443681,3.328861,0.045598, 0, 0, 0
339.154816,2.452435,3.324156,0.046648, 0, 0, 0
339.164795,2.459958,3.318867,0.056043, 0, 0, 0
339.174805,2.465364,3.313621,0.057586, 0, 0, 0
339.184814,2.470121,3.308830,0.059644, 0, 0, 0
339.194794,2.483254,3.304973,0.056391, 0, 0, 0
339.204803,2.495867,3.304340,0.053231, 0, 0, 0
339.214813,2.476824,3.334020,0.057722, 0, 0, 0
339.224792,2.489751,3.333786,0.061703, 0, 0, 0
339.234802,2.495191,3.331308,0.067072, 0, 0, 0
339.244812,2.503006,3.326739,0.062961, 0, 0, 0
339.254822,2.512862,3.322184,0.061117, 0, 0, 0
339.264801,2.519713,3.317180,0.055986, 0, 0, 0
339.274811,2.529601,3.315046,0.057011, 0, 0, 0
339.284821,2.538666,3.313619,0.062856, 0, 0, 0
339.294800,2.545744,3.311209,0.062337, 0, 0, 0
339.304810,2.549805,3.307136,0.056235, 0, 0, 0
339.314819,2.554296,3.303216,0.047852, 0, 0, 0
339.324799,2.558124,3.301735,0.042178, 0, 0, 0
339.334808,2.562158,3.301863,0.043820, 0, 0, 0
339.344818,2.561834,3.303878,0.040693, 0, 0, 0
339.354797,2.567436,3.305039,0.044526, 0, 0, 0
339.364807,2.577207,3.306212,0.037536, 0, 0, 0
339.374817,2.579108,3.305208,0.034984, 0, 0, 0
339.384796,2.578428,3.304038,0.028292, 0, 0, 0
339.394806,2.578053,3.303168,0.035791, 0, 0, 0
339.404816,2.578598,3.301488,0.037878, 0, 0, 0
339.414795,2.579667,3.298992,0.040871, 0, 0, 0
339.424805,2.583230,3.296062,0.035822, 0, 0, 0
339.434814,2.588689,3.293737,0.035829, 0, 0, 0
339.444794,2.587919,3.292307,0.032971, 0, 0, 0
339.454803,2.581683,3.290512,0.037784, 0, 0, 0
339.464813,2.547985,3.314194,0.039394, 0, 0, 0
339.474792,2.550855,3.311884,0.043317, 0, 0, 0
339.484802,2.550728,3.311558,0.036642, 0, 0, 0
339.494812,2.550001,3.311747,0.032394, 0, 0, 0
339.504822,2.553980,3.312337,0.030713, 0, 0, 0
339.514801,2.550570,3.312751,0.030957, 0, 0, 0
339.524811,2.544788,3.310542,0.034411, 0, 0, 0
339.534821,2.544178,3.309572,0.030739, 0, 0, 0
339.544800,2.549383,3.309006,0.031345, 0, 0, 0
339.554810,2.557286,3.308330,0.021430, 0, 0, 0
339.564819,2.563294,3.307401,0.019268, 0, 0, 0
339.574799,2.565457,3.306233,0.013471, 0, 0, 0
339.584808,2.565545,3.306621,0.012070, 0, 0, 0
339.594818,2.570102,3.305810,0.013549, 0, 0, 0
339.604797,2.576466,3.305794,0.007036, 0, 0, 0
339.614807,2.581699,3.305549,0.002541, 0, 0, 0
339.624817,2.587637,3.307447,0.005034, 0, 0, 0
339.634796,2.592127,3.309975,0.003493, 0, 0, 0
339.644806,2.595024,3.310388,0.004325, 0, 0, 0
339.654816,2.595829,3.309769,0.008172, 0, 0, 0
339.664795,2.599798,3.308115,0.011566, 0, 0, 0
339.674805,2.607819,3.308234,0.020228, 0, 0, 0
339.684814,2.608701,3.310125,0.019312, 0, 0, 0
339.694794,2.611114,3.312860,0.016262, 0, 0, 0
339.704803,2.612979,3.315524,0.006944, 0, 0, 0
339.714813,2.586060,3.331576,0.002930, 0, 0, 0
339.724792,2.593887,3.328997,0.010041, 0, 0, 0
339.734802,2.594111,3.327499,0.012371, 0, 0, 0
339.744812,2.596079,3.328348,0.013833, 0, 0, 0
339.754822,2.599716,3.330651,0.003397, 0, 0, 0
339.764801,2.603057,3.329799,0.003556, 0, 0, 0
339.774811,2.607958,3.327787,0.002056, 0, 0, 0
339.784821,2.612935,3.325670,0.001399, 0, 0, 0
339.794800,2.619230,3.326753,0.005092, 0, 0, 0
339.804810,2.618528,3.328843,0.000997, 0, 0, 0
339.814819,2.617584,3.329146,0.008023, 0, 0, 0
339.824799,2.618212,3.328961,0.010146, 0, 0, 0
339.834808,2.626729,3.327919,0.011043, 0, 0, 0
339.844818,2.632198,3.329399,0.003231, 0, 0, 0
339.854797,2.630920,3.331271,0.006125, 0, 0, 0
339.864807,2.628635,3.333674,0.006373, 0, 0, 0
339.874817,2.626870,3.334842,0.019795, 0, 0, 0
339.884796,2.621679,3.332100,0.017784, 0, 0, 0
339.894806,2.622812,3.329802,0.014274, 0, 0, 0
339.904816,2.628035,3.329975,0.010149, 0, 0, 0
339.914795,2.629384,3.331128,0.009593, 0, 0, 0
339.924805,2.625095,3.331433,0.011466, 0, 0, 0
339.934814,2.619401,3.329976,0.014092, 0, 0, 0
339.944794,2.619498,3.328125,0.013494, 0, 0, 0
339.954803,2.621067,3.327307,0.010135, 0, 0, 0
339.964813,2.592407,3.341468,0.005793, 0, 0, 0
339.974792,2.592630,3.344403,0.006058, 0, 0, 0
339.984802,2.593375,3.346827,0.010570, 0, 0, 0
339.994812,2.594048,3.346953,0.011467, 0, 0, 0
340.004822,2.592335,3.345323,0.007786, 0, 0, 0
340.014801,2.594249,3.344772,0.003639, 0, 0, 0
340.024811,2.597571,3.346551,0.002836, 0, 0, 0
340.034821,2.595692,3.347131,0.004997, 0, 0, 0
340.044800,2.594771,3.347313,0.005286, 0, 0, 0
340.054810,2.594768,3.346049,0.009060, 0, 0, 0
340.064819,2.595706,3.343209,0.004769, 0, 0, 0
340.074799,2.596713,3.342271,0.001554, 0, 0, 0
340.084808,2.594885,3.342608,0.001531, 0, 0, 0
340.094818,2.593462,3.345215,0.001641, 0, 0, 0
340.104797,2.592231,3.346946,0.002413, 0, 0, 0
340.114807,2.594214,3.348806,0.001080, 0, 0, 0
340.124817,2.594165,3.351547,0.000487, 0, 0, 0
340.134796,2.593349,3.354069,0.003384, 0, 0, 0
340.144806,2.592929,3.358307,0.005358, 0, 0, 0
340.154816,2.592187,3.361056,0.002133, 0, 0, 0
340.164795,2.590873,3.362412,0.001454, 0, 0, 0
340.174805,2.587383,3.363780,0.000228, 0, 0, 0
340.184814,2.588573,3.364196,0.000614, 0, 0, 0
340.194794,2.591448,3.366229,0.000050, 0, 0, 0
340.204803,2.590887,3.366264,0.000974, 0, 0, 0
340.214813,2.566706,3.375638,0.000886, 0, 0, 0
340.224792,2.567083,3.374806,0.000037, 0, 0, 0
340.234802,2.565835,3.375887,0.001373, 0, 0, 0
340.244812,2.566854,3.380012,0.002935, 0, 0, 0
340.254822,2.567199,3.383965,0.001698, 0, 0, 0
340.264801,2.565310,3.388778,0.007257, 0, 0, 0
340.274811,2.564120,3.393299,0.003994, 0, 0, 0
340.284821,2.563681,3.398142,0.004797, 0, 0, 0
340.294800,2.563655,3.403344,0.000095, 0, 0, 0
340.304810,2.562836,3.406874,0.000583, 0, 0, 0
340.314819,2.565528,3.408485,0.004160, 0, 0, 0
340.324799,2.569015,3.409010,0.004906, 0, 0, 0
340.334808,2.570558,3.408486,0.006870, 0, 0, 0
340.344818,2.572688,3.407965,0.007026, 0, 0, 0
340.354797,2.577388,3.407530,0.011694, 0, 0, 0
340.364807,2.581079,3.407731,0.009845, 0, 0, 0
340.374817,2.585303,3.408659,0.013305, 0, 0, 0
340.384796,2.588785,3.410968,0.011469, 0, 0, 0
340.394806,2.590139,3.415334,0.011576, 0, 0, 0
340.404816,2.591617,3.419219,0.012491, 0, 0, 0
340.414795,2.595593,3.423519,0.011026, 0, 0, 0
340.424805,2.598515,3.427210,0.013514, 0, 0, 0
340.434814,2.602333,3.430897,0.014408, 0, 0, 0
340.444794,2.605689,3.435246,0.021697, 0, 0, 0
